class,condition,jod,jod_low,jod_high
head,jpg_m0,-0.105352349435179,-0.517237498861801,0.273771536994853
head,jpg_m1,-0.249540268382574,-0.529892970311525,-0.0292590261933989
head,jpg_m2,-0.00264360603207015,-0.206923250967498,0.209661125326849
head,jpg_m3,-0.479794209598789,-0.846906191978553,-0.206848913658861
head,jpg_m4,-0.308022631465333,-0.595897504313311,-0.0289494512070807
head,jpg_m5,-0.224831489818827,-0.46007894117139,0.140586302077919
head,jpg_r10,-0.396481119782256,-0.657282134469998,-0.141223750906513
head,jpg_r11,-0.121771986901491,-0.349959063563973,0.175127731341294
head,jpg_r12,-0.0846946284573427,-0.318696567308039,0.160014527664643
head,jpg_r13,-0.255187934197254,-0.608367888818958,0.0265451553640033
head,jpg_r14,0.00379167268813699,-0.250033503328179,0.391444492993728
head,jpg_r15,-0.123329322558438,-0.524280669590927,0.10665306253365
head,jpg_r16,-0.202531281813178,-0.44549034570331,0.0145817517617756
head,jpg_r17,-0.0914043306380655,-0.537324670946864,0.398797205839415
head,jpg_r18,0.179300482651615,-0.0318283693026182,0.411130909412042
head,jpg_r6,-0.308845999407531,-0.530916404638776,-0.108533475174666
head,jpg_r7,-0.391169668408583,-0.666737073408747,-0.171739923249345
head,jpg_r8,-0.0761691121152336,-0.366586209114108,0.213495937898114
head,jpg_r9,-0.415480330454574,-0.681989474185598,-0.0942449695716222
head,noise_m0,-0.116404168049926,-0.464973618282277,0.215452302739712
head,noise_m1,-0.185063610434254,-0.532648088489525,0.203532091341907
head,noise_m2,-0.34016142515741,-0.632928841074077,-0.159833116867221
head,noise_m3,-0.231762984590636,-0.634423532139136,0.0833553939637407
head,noise_m4,0.0875569308589258,-0.216997377934035,0.352388440371261
head,noise_m5,-0.155451611752016,-0.49166284984304,0.29070742350388
head,noise_r10,-0.0296077591740611,-0.297996820476773,0.256391822704788
head,noise_r11,0.274298282806919,0.0578336545588304,0.45748816231029
head,noise_r12,0.174678890705155,-0.0910608763431654,0.451409437499009
head,noise_r13,-0.528113028800915,-0.792316112241512,-0.249865792864645
head,noise_r14,-0.030226810118241,-0.2912830230967,0.189247061618665
head,noise_r15,0.0875278781821142,-0.165996567969126,0.383324129009852
head,noise_r16,-0.0385720266875538,-0.308627962175704,0.198651891701932
head,noise_r17,0.4859654480969,0.29173861506269,0.659240991269335
head,noise_r18,0.525538154693127,0.250822402906476,0.794076348930933
head,noise_r6,-0.0167502941831008,-0.188644046356247,0.19865167261345
head,noise_r7,-0.166171644657698,-0.438285788634271,0.156183010789775
head,noise_r8,0.227850415783487,-0.0541303579511066,0.476614718479503
head,noise_r9,-0.273950394717552,-0.601576632388986,-0.0752338066845992
head,ref_ref,0.706462950147478,0.482376785049398,0.892667228062712
head,resample_m0,-0.354736181274469,-0.67879673421887,-0.0479342712523734
head,resample_m1,-0.61581732306118,-0.907313578858827,-0.26505934462849
head,resample_m2,-0.266677753855577,-0.762870377123269,0.19709399008545
head,resample_m3,0.00215611857824945,-0.385664738722815,0.3458265994182
head,resample_m4,-0.151604685972881,-0.435470682293863,0.149055974298574
head,resample_m5,0.197165028300644,-0.0457022349971093,0.535894284280209
head,resample_r10,-1.81741586312417,-2.32747340781797,-1.82488799806087
head,resample_r11,-0.566688992605633,-0.804225026278318,-0.365972655065119
head,resample_r12,0.171445438065722,-0.161475440499684,0.528046180983485
head,resample_r13,-0.111335589350291,-0.340978541036154,0.143144511877912
head,resample_r14,0.0384875500106059,-0.298392328872461,0.375189806431572
head,resample_r15,-0.126447017900363,-0.492435471984113,0.0633152253604236
head,resample_r16,0.041659142678853,-0.317178670846854,0.390783311737954
head,resample_r17,0.258624005878501,0.00722535320285801,0.494000280604489
head,resample_r18,0.670776080538521,0.408205393843621,0.982712621875602
head,resample_r6,-0.250732314095166,-0.6349132487067,0.0640013879933879
head,resample_r7,-0.737041275136994,-1.16605929736759,-0.373100939275892
head,resample_r8,0.228718567828222,-0.121926163704621,0.466574644521314
head,resample_r9,-0.148861167966202,-0.461915425452556,0.180396481499002
head,simp_m0,-0.579372285947088,-0.910865126884845,-0.285999009396133
head,simp_m1,-0.609846536555786,-1.26985413008139,-0.122878138179545
head,simp_m2,-0.64805549274276,-1.05254111958773,-0.307552642641962
head,simp_m3,-0.166719438910363,-0.51714461845775,0.0640581586996552
head,simp_m4,-0.165317256487034,-0.440820927877324,-0.00805875034474727
head,simp_m5,0.479018950562237,0.259175988512739,0.727803861131796
head,simp_r10,-0.141715439133384,-0.447574297762815,0.180091787894976
head,simp_r11,0.252166913272061,-0.0463357281565389,0.566227262787642
head,simp_r12,0.280409590151943,0.0695159335524081,0.480474753991993
head,simp_r13,-0.281338075731123,-0.796515976452564,0.124788062215959
head,simp_r14,0.00714653389056631,-0.276481284745428,0.25182934746744
head,simp_r15,0.0547693325240792,-0.183412944486085,0.323213202443018
head,simp_r16,0.131587263473164,-0.157804933534669,0.342628409253301
head,simp_r17,0.60341149477639,0.290968129103027,0.825695420687855
head,simp_r18,0.472302681489206,0.283607220734178,0.761548581306465
head,simp_r6,-0.0739551485608802,-0.295588386594229,0.107702085791176
head,simp_r7,-0.312117565205249,-0.525324395210627,-0.0892089039891699
head,simp_r8,-0.192554859968137,-0.580868311415417,0.0274002064483421
head,simp_r9,-0.0552712445039726,-0.36701938823893,0.284160996608116
head,smooth_m0,-0.360482146209508,-0.766288185988635,0.116960447090736
head,smooth_m1,0.205204759898611,-0.0724727905208619,0.508826701222343
head,smooth_m2,-0.492288152837688,-0.916300127127449,0.103484615675337
head,smooth_m3,0.194699720264485,-0.22593869154492,0.625030692111906
head,smooth_m4,0.668862198130659,0.421573374407457,0.93292102477899
head,smooth_m5,0.694870457780514,0.447452135800297,1.00209070944091
head,smooth_r10,0.297438587082677,0.0381252751487865,0.528583277425218
head,smooth_r11,0.357848896734624,0.207890836994177,0.547030020206953
head,smooth_r12,0.550009651016547,0.341158012349602,0.859183894146175
head,smooth_r13,0.364309499357152,0.132696454654564,0.661577544773842
head,smooth_r14,0.728055994638378,0.495299706487118,1.03537256472739
head,smooth_r15,0.576603656296781,0.286983037590459,0.852129368289617
head,smooth_r16,0.683027880271482,0.467665190811291,0.919265607921882
head,smooth_r17,0.551652045248631,0.259703481438733,0.832015458272249
head,smooth_r18,0.53984781927247,0.350493316228908,0.802230371778066
head,smooth_r6,0.603124414579189,0.425727453469664,0.89550034977322
head,smooth_r7,0.325508865199709,0.191228487942603,0.583644400082554
head,smooth_r8,0.697655052113573,0.472201654620162,0.937413313534586
head,smooth_r9,0.494342538407687,0.238992225030091,0.761258373030855
